date,Reservoir,Rainfall,GW Level
2023-04-03,0.0069931770558058,0.0573269736019202,0.8229848748119116
2023-04-04,0.0271662268821513,0.1544154739333831,0.8321683297449006
2023-04-05,0.0446346404338568,0.0424133724636374,0.8170023293678498
2023-04-06,0.0578718763515906,0.0243561819338818,0.8481017732051622
2023-04-07,0.0657273429999014,0.0420744067584752,0.8724033545451776
2023-04-08,0.0685542476388543,0.0017257264197318,0.8363963549560799
2023-04-09,0.0670795692739552,0.009272662589282,0.8493807168938198
2023-04-10,0.0620215749969552,0.0035597520156033,0.864901837219704
2023-04-11,0.0540963539211666,0.0022002253337201,0.8638099047553093
2023-04-12,0.0440199951599023,0.000225136837859,0.8921756985755883
2023-04-13,0.0325085878264742,0.0001108512453532,0.8569763776442355
2023-04-14,0.0202782210341952,0.0001108512453532,0.8738004537527139
2023-04-15,0.0080449838963775,0.0002738339921479,0.8859794210484405
2023-04-16,-0.0034750344736662,3.86998014654326e-05,0.8878935757802554
2023-04-17,-0.0136308376666147,0.000285874433934,0.9067528739247588
2023-04-18,-0.0220318000891102,6.56128425231336e-06,0.9257966555624492
2023-04-19,-0.0283523888517852,0.0003760231091599,0.7769697838471293
2023-04-20,-0.0322670710652736,5.379072767953232e-06,0.3578084283174071
2023-04-21,-0.0335773609050028,0.0497497893209005,0.3324456839953683
2023-04-22,-0.0325991137133215,0.0778527879775519,0.3382898642022613
2023-04-23,-0.0298032903080309,0.1160102210436668,0.334950767738509
2023-04-24,-0.0256807915334335,0.2021515161087862,0.3293941630609148
2023-04-25,-0.0207259650135216,0.1516782481613451,0.330281782660545
2023-04-26,-0.0154331583722877,0.2009782714270002,0.3535781407477414
2023-04-27,-0.0102967192337236,0.1181864404789267,0.3363100805603475
2023-04-28,-0.0057407515753686,0.0428917933909138,0.3465727551433589
2023-04-29,-0.0018922832715782,0.0472857668323437,0.368181107206729
2023-04-30,0.0012563075192198,0.3696613112656065,0.348745924979337
2023-05-01,0.003728744155966,0.1827794070713919,0.3717931573698159
2023-05-02,0.005550262632698,0.6931471805599453,0.3026140306644387
2023-05-03,0.0067521494838429,0.3187987167463282,0.3028452991610163
2023-05-04,0.0073680951015166,0.2209713010073711,0.270118747195931
2023-05-05,0.0074375504152991,0.236614950612451,0.2652244638198605
2023-05-06,0.0070121302317056,0.0554150427513226,0.2629822370838529
2023-05-07,0.0061556052681425,0.5232659231700422,0.2537104375554337
2023-05-08,0.0049342363079634,0.1802032143543584,0.2467306863665891
2023-05-09,0.0034142841345224,0.5680095879747459,0.2534761296634152
2023-05-10,0.0016620095311731,0.3102545216049552,0.2385481622640443
2023-05-11,-0.0002230181242091,0.1151279558140887,0.2350023706463321
2023-05-12,-0.0020079950756649,0.4286941542434389,0.244630644783524
2023-05-13,-0.0034268089727137,0.0213242879447087,0.240572461158611
2023-05-14,-0.0042133474648754,0.04577502565069,0.2485166024685438
2023-05-15,-0.0041655928667556,1.0897027972315855e-05,0.2629977594582187
2023-05-16,-0.0033379061533109,0.0003737476322406,0.2122288471348271
2023-05-17,-0.0018487429645839,0.003093640928157,0.4380652704012792
2023-05-18,0.0001834410593824,0.0478500513401454,0.3666878628831256
2023-05-19,0.0026184885783794,0.0751568445904432,0.2758585275548543
2023-05-20,0.0052294354515352,0.0301381729664737,0.2901372210637591
2023-05-21,0.0077676158378126,0.1618594693965765,0.2708176127322652
2023-05-22,0.0099843638961734,0.3728391258881757,0.2670463972553731
2023-05-23,0.01163101378558,0.1579217873542404,0.2563617792760004
2023-05-24,0.0124588996649956,0.155829448514244,0.2578943617017093
2023-05-25,0.0122190453150589,0.1181225350976582,0.2517255569592035
2023-05-26,0.0107378512815521,0.1136170151835886,0.2778727457080163
2023-05-27,0.0081478808456796,0.1298706987650648,0.2741682286748654
2023-05-28,0.0046583155670827,0.0695393122298663,0.301275529069677
2023-05-29,0.0004783370054016,0.075520749712014,0.2866477658037548
2023-05-30,-0.0041828732797221,0.2604417151743693,0.2862626021441821
2023-05-31,-0.0091161337286485,0.2524498064821804,0.2624367529328574
2023-06-01,-0.0141122627817364,0.1851080782460435,0.2973976908609588
2023-06-02,-0.0189651428739219,0.0666776483370308,0.2939003775137452
2023-06-03,-0.0234809124184489,0.0198891001694911,0.303490884062129
2023-06-04,-0.0274687738231383,0.1241637645803388,0.3024946520021089
2023-06-05,-0.0307379294958106,0.0308693730615246,0.3078287285910344
2023-06-06,-0.0330975818442869,0.1612739750011753,0.311033885456116
2023-06-07,-0.0343569332763874,0.0182683717890188,0.2737025699713914
2023-06-08,-0.0343756840866315,0.0568201176780637,0.2798383666420607
2023-06-09,-0.0332155261163299,0.019647624349957,0.2826812242187246
2023-06-10,-0.0309886490934925,0.0169434736976216,0.3262932416713932
2023-06-11,-0.0278072427461278,0.0583367786017908,0.4075423145719964
2023-06-12,-0.0237834968022451,0.0858409164196935,0.3709841914321219
2023-06-13,-0.0190296009898541,0.186322689957614,0.3542481764826952
2023-06-14,-0.0136577450369637,0.1055599596535628,0.3381114502960812
2023-06-15,-0.0077801186715831,0.0299669441570648,0.3441157440526163
2023-06-16,-0.0015089116217216,0.0196934187938971,0.361982958802057
2023-06-17,0.0050436863846113,0.0049565736276869,0.3802663509472757
2023-06-18,0.0117654856194072,0.0219852802734392,0.3803560662744248
2023-06-19,0.0185442963546563,0.1045862055837526,0.3618151731823371
2023-06-20,0.0252679288623491,0.1063314342522028,0.3597169823452224
2023-06-21,0.031824193414477,0.2544291720313036,0.3592681068052199
2023-06-22,0.0381009002830305,0.3300746493548738,0.3585646839620887
2023-06-23,0.0439858597400003,0.1425870863069461,0.360020094675237
2023-06-24,0.049373842067195,0.0529379319222932,0.3496316521040375
2023-06-25,0.0542019449416164,0.0166757445113555,0.3636738711182961
2023-06-26,0.0584720637202577,0.0995744515510852,0.6994266383640045
2023-06-27,0.0621968663383904,0.0365809958491344,0.7767722528611153
2023-06-28,0.065375837923515,0.1774144376412236,0.733117967645239
2023-06-29,0.0680051958395699,0.0260417438763224,0.9283310694021092
2023-06-30,0.0700798404316227,0.0933758255559658,0.915205778704307
2023-07-01,0.0715894039692626,0.1044588598281776,0.3824812956921243
2023-07-02,0.072522201703208,0.045911443044642,0.978657292664556
2023-07-03,0.0728655943120228,0.1179589491002134,0.4006237707071473
2023-07-04,0.072600749636818,0.1550113602860118,0.3960581860309932
2023-07-05,0.0716983827512117,0.2782733214716146,0.9500248063033369
2023-07-06,0.0701268341799878,0.3868131423646021,0.8619044881940646
2023-07-07,0.0678544444479303,0.4523984826613055,0.9332229436939188
2023-07-08,0.0648495540798228,0.2654476294856085,0.7502829120162787
2023-07-09,0.0610805036004486,0.1849865434678297,0.8171919828746629
2023-07-10,0.0565156335345922,0.0977889770849746,0.9395875636416896
2023-07-11,0.0511254803741676,0.2586795545340464,0.7386915885128919
2023-07-12,0.0448893644796125,0.1317133847939466,0.7460011444823237
2023-07-13,0.0377958530783579,0.1042199364709345,0.8460921670123137
2023-07-14,0.0298691529961142,0.1585000753715615,0.3863162738946838
2023-07-15,0.0211767581630707,0.0498151833007877,0.868595786401578
2023-07-16,0.0118296893204421,0.0545787406572883,0.7612375233961498
2023-07-17,0.0019859473186943,0.097848078301197,0.9808432199827752
2023-07-18,-0.0081863450167199,0.107466746116322,0.3974516984350219
2023-07-19,-0.0185190648603476,0.2854549626299039,0.7327169615480195
2023-07-20,-0.028844089386736,0.3008119736454616,0.8596041275894061
2023-07-21,-0.0389932957704319,0.2517019576866098,0.9563215383667222
2023-07-22,-0.0487985611859827,0.303408301567788,0.7048534985601381
2023-07-23,-0.0580917628079358,0.5268636818366281,0.8104951618483834
2023-07-24,-0.0667047778108381,0.6470111952258664,0.8804563453079505
2023-07-25,-0.0744694833692368,0.6889242394448689,0.7617312626407821
2023-07-26,-0.0812177566576786,0.4766172045441929,0.5814647668054348
2023-07-27,-0.0867814748507113,0.3336957374732902,0.5791785428267259
2023-07-28,-0.0909925151228816,0.1201128598989349,0.6511965188543775
2023-07-29,-0.0936827546487368,0.0366226839608502,0.6553319105430321
2023-07-30,-0.0946840706028241,0.0292335669531946,0.6823071760084641
2023-07-31,-0.0938259117020721,0.0326958190454081,0.6905505902073633
2023-08-01,-0.090925414305937,0.1047911801826912,0.8549946742924665
2023-08-02,-0.0858224310321803,0.0298689973225934,0.7895109124785386
2023-08-03,-0.0784963712672575,0.0308342338914581,0.7161380588210461
2023-08-04,-0.068987178683229,0.0340222901870275,0.884688084563446
2023-08-05,-0.0574347787988884,0.0562242056802307,0.8453287323250486
2023-08-06,-0.0440448729439824,0.074399798892087,0.8758128620075752
2023-08-07,-0.0291862838453393,0.0619067421649233,1.0
2023-08-08,-0.0132686145790582,0.0095784814119473,0.9907370762903844
2023-08-09,0.0032985317787623,0.1187139622239275,0.9591114249997772
2023-08-10,0.0201055521520233,0.3783868334152517,0.796016654971797
2023-08-11,0.0367428434646262,0.1715711212886333,0.8587886640152232
2023-08-12,0.0528008026404718,0.4053559323112911,0.9496499418225374
2023-08-13,0.0678698266034617,0.1449144459799179,0.7444646648183751
2023-08-14,0.0815403122774966,0.0326677105004287,0.965997018075474
2023-08-15,0.093402656586478,0.0269061160771602,0.8892021749036482
2023-08-16,0.1030472564543071,0.0398335672198212,0.9530728750459322
2023-08-17,0.110064508804885,0.0038336176848537,0.5034717636872225
2023-08-18,0.1140144577144375,0.0659407263742022,0.5166816823724923
2023-08-19,0.1143357358684901,0.1551403995538859,0.5620725219260888
2023-08-20,0.1104393749326113,0.199536952666288,0.5202088612699699
2023-08-21,0.1017492671115694,0.0215053758107186,0.5430816229921268
2023-08-22,0.0879624073003731,0.020020636902376,0.526811069503187
2023-08-23,0.0698293954192537,0.1814408074779267,0.7775192265195993
2023-08-24,0.0483637693376679,0.0134989760322231,0.591057303833408
2023-08-25,0.0245790669250725,0.0002791984355061,0.538892000197796
2023-08-26,-0.0005358389499039,0.0002980873993666,0.552957547993452
2023-08-27,-0.0260907354219436,0.0349843811759221,0.583764458302605
2023-08-28,-0.051220074626555,0.0556656852305836,0.5473411500882778
2023-08-29,-0.075058308699248,0.0177344177351291,0.5988261044950608
2023-08-30,-0.0967398897755319,0.4316573898187999,0.5250522032643968
2023-08-31,-0.1153992699909163,0.2211575675129157,0.5175870189301758
2023-09-01,-0.1301709014809101,0.483628356355782,0.5295367748411767
2023-09-02,-0.1401892363810232,0.3112983505081435,0.4808218290648721
2023-09-03,-0.1448097837301248,0.1322807729513845,0.4876558351927614
2023-09-04,-0.1442794844226203,0.0857025901967737,0.4790567916160962
2023-09-05,-0.139095153224654,0.045094772836121,0.4799133918450667
2023-09-06,-0.1297608091444656,0.176218550772436,0.4865672544683016
2023-09-07,-0.1167804711902942,0.2476774267257507,0.4872863687027021
2023-09-08,-0.1006581583703793,0.289461692197111,0.4845932622450392
2023-09-09,-0.0818978896929607,0.1326073160133599,0.4790247679603366
2023-09-10,-0.0610036841662771,0.1160196066189551,0.4885203911698493
2023-09-11,-0.0384795607985683,0.070956614380844,0.4913574937493131
2023-09-12,-0.0148295385980744,0.1065286637656628,0.6744427948719433
2023-09-13,0.0094423634269665,0.1341228329151561,0.5006546034558225
2023-09-14,0.0338321262683147,0.1178482684427108,0.5094521803989763
2023-09-15,0.0578525534214185,0.1189330941000496,0.5490040397676302
2023-09-16,0.0811154852137439,0.1866631295692238,0.5157819794339321
2023-09-17,0.1033765717454964,0.0948534106771869,0.5111344341808716
2023-09-18,0.1244232099341455,0.3060817510430375,0.4915137033001634
2023-09-19,0.14404279669716,0.2720467124675544,0.4938129976388624
2023-09-20,0.1620227289520089,0.1551344959088585,0.4999866516831314
2023-09-21,0.1781504036161615,0.1000576716075208,0.5008642265446667
2023-09-22,0.1922132176070873,0.2268989060738009,0.5054743548906439
2023-09-23,0.2039985678422549,0.1707372407879204,0.5111670177713549
2023-09-24,0.2132938512391336,0.2357461732508731,0.5271144611629596
2023-09-25,0.2198864647151922,0.1131541135241474,0.5162957272479926
2023-09-26,0.2235638051879003,0.2216650773503117,0.5021969537843397
2023-09-27,0.2241113095957264,0.0375556392813345,0.4944176397231371
2023-09-28,0.2213068494672052,0.1556323168348232,0.4874090436422181
2023-09-29,0.2149274343761217,0.1817691533867848,0.5068905321282319
2023-09-30,0.2047503484023264,0.1199041401466467,0.5022032257814443
2023-10-01,0.1906588249657896,0.3363490951524922,0.5077671598398913
2023-10-02,0.172959894846968,0.0545711221014234,0.5242889335634243
2023-10-03,0.1520665381664379,0.0545711221014234,0.523179737573294
2023-10-04,0.128391735044777,0.0545711221014234,0.5829813959799571
2023-10-05,0.1023484656025615,0.0545711221014234,0.5463520268778984
2023-10-06,0.074349709960369,0.0545711221014234,0.538733170761294
2023-10-07,0.0448084482387767,0.0545711221014234,0.5379832275825153
2023-10-08,0.0141376605583615,0.1527147293526597,0.5405400304882574
2023-10-09,-0.0172496729602995,0.3017374057893204,0.591929288068436
2023-10-10,-0.0489405721966296,0.5271312962286628,0.532398108834958
2023-10-11,-0.0805220570300515,0.3818299727613158,0.591568248964924
2023-10-12,-0.1115811473399875,0.4325089427827799,0.5439255168027658
2023-10-13,-0.1417048630058617,0.0939053308739438,0.5511668462002127
2023-10-14,-0.1704941186244633,0.010190854740273,0.5553847387415395
2023-10-15,-0.1976023079306651,0.4328704143150139,0.5106972304936247
2023-10-16,-0.2226843204511756,0.1289470542687033,0.5076381107064613
2023-10-17,-0.245391945981319,0.5618913265568038,0.4750910512669531
2023-10-18,-0.2653769743164207,0.1860351391837556,0.4704517558101394
2023-10-19,-0.2822911952518048,0.0015841258989854,0.4611261617375642
2023-10-20,-0.2957863985827966,0.0015841258989854,0.546311363554033
2023-10-21,-0.3055143741047208,0.0015841258989854,0.7576868820006893
2023-10-22,-0.3111269116129018,0.0351915514206899,0.8237569361683438
2023-10-23,-0.3122758009026649,0.0053392874518154,0.764006796355445
2023-10-24,-0.3086088900621913,0.0034561588714208,0.7320198239631973
2023-10-25,-0.2998909910237451,0.0059245819795949,0.5833926492908313
2023-10-26,-0.2864138967030557,0.0290389219502682,0.4917376907671281
2023-10-27,-0.2686021306885048,0.0012626512422788,0.4983130300569388
2023-10-28,-0.2468802165684744,0.0240457417213029,0.5018889791771691
2023-10-29,-0.2216726779313465,0.0681047754511495,0.5004970180781715
2023-10-30,-0.1934040383655027,0.3680476898366046,0.4934554029917918
2023-10-31,-0.1624988214593251,0.221231463865861,0.4956728883720495
2023-11-01,-0.129381550801196,0.1189357140217204,0.5022427948160603
2023-11-02,-0.0944767499794965,0.2504893085167401,0.4829616138763387
2023-11-03,-0.0582089425826091,0.1494029856100465,0.42546193818506
2023-11-04,-0.0210109621196201,0.449624273416771,0.3980520602422016
2023-11-05,0.0166567284013012,0.6760005589800058,0.3856054392540345
2023-11-06,0.0543477967862191,0.3445149330975308,0.3765137189736114
2023-11-07,0.0916215210249322,0.5594829165421688,0.3592621440102217
2023-11-08,0.1280371791072392,0.4049998311572674,0.3482756774078174
2023-11-09,0.1631540490229394,0.6417873670669798,0.3419946945868845
2023-11-10,0.1965314087618312,0.2779204819367366,0.3161610191753184
2023-11-11,0.2277285363137131,0.0604811186322557,0.3091047065866721
2023-11-12,0.2563047096683845,0.0314109692739626,0.3022332833281789
2023-11-13,0.2818192068156439,0.0049364471758445,0.3081588627938535
2023-11-14,0.3038313057452897,0.6093966368319542,0.2719076536235574
2023-11-15,0.3219002844471211,0.3784668681371727,0.2576130318676951
2023-11-16,0.3355854209109369,0.0745500180104316,0.2597049364387457
2023-11-17,0.3444459931265359,0.0306630801241366,0.2683058796970951
2023-11-18,0.3481680496439999,0.125048724704313,0.2721947618789448
2023-11-19,0.3469434097798275,0.1291051657829112,0.2702734612516968
2023-11-20,0.3410854175119336,0.0241334962078572,0.2990607442406314
2023-11-21,0.3309061053435159,0.0382777778642912,0.2993942644795522
2023-11-22,0.3167175057777724,0.2777867710603523,0.3024607268846213
2023-11-23,0.2988316513179014,0.3224865358789164,0.287485728980834
2023-11-24,0.2775605744671007,0.1562626485449764,0.2607946251450694
2023-11-25,0.2532163077285681,0.0810262553785671,0.2581453754902634
2023-11-26,0.2261108836055018,0.3488607308039567,0.2429995728701444
2023-11-27,0.1965563346011,0.093904113883349,0.2362673733925065
2023-11-28,0.1648646932185603,0.0470261214036869,0.2362766559473961
2023-11-29,0.131347991961081,0.0713437876053846,0.2350250468055226
2023-11-30,0.0963182633318599,0.4795201169207196,0.2299900583951452
2023-12-01,0.1287204772233963,0.09895749390125275,0.33535218238830566
2023-12-02,0.11537394672632217,0.11854739487171173,0.3842369019985199
2023-12-03,0.10607008635997772,0.1358381062746048,0.4306163489818573
2023-12-04,0.1040235236287117,0.15133488178253174,0.4816628396511078
2023-12-05,0.09926683455705643,0.1648479849100113,0.5254116654396057
2023-12-06,0.09644471108913422,0.1759023368358612,0.5665053129196167
2023-12-07,0.09508570283651352,0.18474669754505157,0.6050914525985718
2023-12-08,0.09318357706069946,0.19135832786560059,0.6397418975830078
2023-12-09,0.0918998122215271,0.19569097459316254,0.6709029078483582
2023-12-10,0.09082051366567612,0.19793736934661865,0.6983436346054077
2023-12-11,0.08960321545600891,0.19833694398403168,0.7218273878097534
2023-12-12,0.08851546794176102,0.19716833531856537,0.7414680123329163
2023-12-13,0.08741910755634308,0.19481094181537628,0.7573644518852234
2023-12-14,0.08629041165113449,0.191647469997406,0.769748866558075
2023-12-15,0.08520086109638214,0.18803967535495758,0.7789888381958008
2023-12-16,0.08412667363882065,0.1843177080154419,0.785502552986145
2023-12-17,0.08308427780866623,0.18074141442775726,0.7897542119026184
2023-12-18,0.08209499716758728,0.1774972677230835,0.7922137975692749
2023-12-19,0.08115724474191666,0.17470258474349976,0.7933182716369629
2023-12-20,0.08027803152799606,0.17241017520427704,0.7934554219245911
2023-12-21,0.0794604942202568,0.170623779296875,0.7929494976997375
2023-12-22,0.07870222628116608,0.16931241750717163,0.79205721616745
2023-12-23,0.07800216227769852,0.1684228777885437,0.7909728288650513
2023-12-24,0.0773574635386467,0.1678912341594696,0.7898348569869995
2023-12-25,0.07676427811384201,0.16765080392360687,0.7887362241744995
2023-12-26,0.07621900737285614,0.16763776540756226,0.7877339124679565
2023-12-27,0.07571782916784286,0.16779454052448273,0.7868579626083374
2023-12-28,0.0752568244934082,0.16807147860527039,0.7861195206642151
2023-12-29,0.0748325064778328,0.16842755675315857,0.785516619682312
2023-12-30,0.07444151490926743,0.1688298135995865,0.785039484500885
2023-12-31,0.0740806832909584,0.1692529320716858,0.784673810005188
